,productCode,star,review
2137,B08PCCJP5C,3,"
El cargador no es iPhone… la llave para abrir la tarjeta no está..
"
2138,B08PCCJP5C,5,"
Das telefohn war einen tag ehr angekommen. Es sahr gut aus und sauber alles pergect nur läst das schirm einen bischen los wegen die baterie die benutzt ist aber wen man einen case da drum macht sieht man nichts meht und es ist auch nicht so auffälich.
"
2139,B08PCCJP5C,5,"
L’iPhone est en excellent état, contrairement à certains commentaires celui-ci est à 100% de l’état batterie, et n’ai constaté aucunes rayures. Produit super
"
2140,B08PCCJP5C,4,"
Tuttavia dopo circa 9 mesi dall’acquisto ho avuto problemi con il software che causava impossibilità nell’utilizzo dello schermo nella parte sinistra del dispositivo che ho dovuto restituire ricevendo in cambio un iPhone nero in quanto in magazzino non avevano altri colori disponibili. Assistenza celere.
"
2141,B08PCCJP5C,5,"
El teléfono llegó como nuevo sin una sola marca y con la batería al 100%
"
2142,B08PCCJP5C,5,"
Excellent téléphone. Je suis très très très surprise. Je m’attendais pas à ça. Tellement impeccable comme neuf. État de batterie 100%. Pas vendu dans la boîte d’origine ni accessoire d’origine mais ne change pas au fait que le téléphone est très bon. Encore garanti constructeur Apple, franchement rien à dire. Bravo pour le prix
"
2143,B08PCCJP5C,4,"
Telefono eccezionale, solo un piccolo graffio al centro dello schermo.
"
2144,B08PCCJP5C,5,"
Je m'attendais à quelques micro rayures mais je n'en vois pas une seule. Livré avec chargeur, câble et écouteurs, que demander de plus ! bon pour mon portefeuille et bon pour la planète, c'est parfait
"
2145,B08PCCJP5C,5,"
Plus bon état que très bon
"
2146,B08PCCJP5C,5,"
Pour le moment, je suis très satisfaite de cet appareil. Ras. Que du bonheur !
"
2147,B08PCCJP5C,4,"
Telefon ist wie neu, keine Kratzer o. Ä.Bin sehr zufrieden😁
"
2148,B08PCCJP5C,1,"
El móvil que recibí estaba impoluto por fuera, únicamente tenía unas marcas en el cristal mínimas. Lo único que tuve que devolverlo debido a que se reiniciaba constantemente y había momentos que se quedaba la pantalla en negro y no encendía. El servicio postventa no me dio ninguna opción a la hora de comentárselo y que me mandaran otro y hacerme otro tipo de compensación, me dijeron mándalo y te reembolsamos el dinero, lo que demuestra dejadez por su parte y poco buen trato hacia el cliente. Por esto le pongo una estrella.
"
2149,B08PCCJP5C,5,"
L’iPhone è un ricondizionato perfettamente integro in tutta la sua forma, in omaggio anche un caricabatterie + cavo, sono estremamente soddisfatto.
"
2150,B08PCCJP5C,5,"
Bin SEHR zufrieden kann ich nur empfehlen - habe zwei davon gekauft !!
"
2151,B08PCCJP5C,5,"
Je suis content de mon achat la batterie et a 92%. Il et en excellent état comme indiqué ou presque il y a un petit point de peinture qui a sauté. Ça ne change rien à la qualité mai c’est dommage de le savoir qu’une fois reçu. Des photos réel du téléphone avant achat serait bien.
"
2152,B08PCCJP5C,3,"
Para lo que pagas por un móvil reacondicionado y con las condiciones que viene, no debería venir con detalles.
"
2153,B08PCCJP5C,1,"
The phone arrived in a well packaged box, but the phone itself didnt have the original packaging, it had a sticker on the cameras which left glue residue so I didn't remove it, the front metal was scratched and had dirt in it, the whole phone was sticky and gluey. Very disappointed
"
2154,B08PCCJP5C,1,"
La batterie est à 87% de sa capacité originale, le bouton pour mettre le telephone en silencieux est abimé, l'écran du téléphone reste noir durant les appels, et ce jusqu'a ce que votre interlocuteur raccroche, la peinture est écaillé à plein d'endroit, ce n'est pas un téléphone reconditionné c'est un téléphone d'occasion.
"
2155,B08PCCJP5C,2,"
Trop déçuDeuxième commande wifi et Bluetooth HS ! Du coup je le renvoi !Dommage que les produits ne soit pas cheke correctement !!!!!
"
2156,B08PCCJP5C,5,"
Ottimo acquisto
"
2157,B08PCCJP5C,2,"
Vendu comme état excellent alors que non des griffe sur l'arrière du téléphone un peu déçu...pour le prix
"
2158,B08PCCJP5C,5,"
Zu allen Funktionen kann ich aktuell (nach einer Woche) noch nichts sagen, aber soweit ich es bis heute sehe ist alles wie bei einem Neugerät, Keine Kratzer, keine Macken und auch technisch keinerlei Einschränkungen.
"
2159,B08PCCJP5C,4,"
Viniendo de android la carga lenta y cámara bien
"
2160,B08PCCJP5C,4,"
Está en muy buenas condiciones, de momento todo bien
"
2161,B08PCCJP5C,1,"
Ricevuto iphone ricondizionato  in tempi rapidi, come al solito con Amazon, caratteristiche esterne apparentemente buone. Dopo le (lunghe) procedure di installazione e configurazione scopro che l'auricolare del cell non funziona e non si sente nulla!!! Con un po' di rabbia penso: può capitare... cerco le politiche di reso e scopro che devo fare il reso A MIE SPESE!!!!! Quindi devo perdere del tempo ad andare in posta e buttare dei soldi per restituire una cosa che non va!NO, ATTENZIONE AL MARKETPLACE ED A QUESTO VENDITORE IN PARTICOLARE CHE ADOTTA QUESTA POLITICA SCORRETTA. MAI PIU
"
2162,B08PCCJP5C,5,"
Pensavo peggio!! Ho comprato iPhone 12 ricondizionato in condizioni accettabili e devo dire oltre a una piccola ammaccatura sulla scocca e qualche graffio sui laterali è perfetto. Vetro anteriore e posteriore intatti e fotocamera funzionante. Batteria al 93%
"
2163,B08PCCJP5C,2,"
Equipamento chegou com pequeno defeito visível.
"
2164,B08PCCJP5C,5,"
iPhone 12 , Super soddisfatta batteria al 100% senza un graffio , come nuovo!! consegna due giorni in anticipo,lo consiglio!!
"
2165,B08PCCJP5C,1,"
Venditore scorretto!Ho preso un Iphone12 ricondizionato (in ottime condizioni estetiche) ma dopo nemmeno un mese ha smesso di funzionare senza apparenti motivi, senza subire ne cadute ne urti.Amazon mi ha autorizzato il reso per garanzia ma l'assistenza del fornitore rifiuta il rimborso o sostituzione perchè nella cover mi ci è venuto un graffio. E per un graffio mi invalidi la garanzia di questo grave malfunzionamento?  Intanto il cellulare non funziona più.Roba da vergognarsi! Venditore sconsigliato!
"
2166,B08PCCJP5C,5,"
Introvabile nei negozi della mia zona Consegnato invece  in pochi giorni da Amazon, accessori compatibili (non originali). Lo utilizzo da poche settimane ma al momento posso dire di essere molto soddisfatta!
"
2167,B08PCCJP5C,5,"
Habe ein generalüberholtes IPhone 12 bekommen. Es wirkt neuwertig, keinerlei Kratzer oder andere Gebrauchsspuren. Der Akku hält immer noch den ganzen Tag bei normalem Gebrauch. Für diesen Preis ein top Smartphone. Würde wieder ein generalüberholtes kaufen.
"
2168,B08PCCJP5C,5,"
Ich habe ein wirklich tolles iPhone bekommen. Sieht aus wie neu.Einzig die Lieferankündigung ist verbesserungsfähig. Kam früher wie angekündigt.Da es sich um hochwertige Ware handelt, möchte ich dieses nicht einfach irgendwo ablegen lassen.Sonst perfekt
"
2169,B08PCCJP5C,5,"
Fonctionne correctement et comme neuf
"
2170,B08PCCJP5C,5,"
Lieferung war super schnell, das Telefon hatte keinen einzigen Kratzer (praktisch neu). War erst skeptisch weil ich den Verkäufer gegoogelt habe und der nicht so gute Bewertungen hatte, aber alles super.
"
2171,B08PCCJP5C,5,"
RasTres tres bon état...difficile de faire une différence avec un neuf
"
2172,B08PCCJP5C,5,"
Il prodotto è arrivato perfetto con rimozione sim e caricatore e cavo certificati. Stato batteria del 99% (più del previsto) e fotocamere perfettamente funzionanti, unica piccola pecca dei graffietti sulla notch, comunque poco visibili. Super consigliato.
"
2173,B08PCCJP5C,5,"
Para empezar viene con un porcentaje de Batería del 100% y sin ninguna rayita de uso por ningún lado. Fotografías superiores y velocidad del teléfono top.
"
2174,B08PCCJP5C,5,"
telephone en tres bon etat
"
2175,B08PCCJP5C,2,"
Reçu rapidement seulement quelques rayure mais parcontre la batterie est à 80% et ils ne répondent pas après donc un peu dommage je ne recommande pas
"
2176,B08PCCJP5C,1,"
ho comprato questo prodotto la prima volta l’ho restituito subito perché tutti i tasti per i volumi e per l’accensione erano incastrati dentro l’iphone e la seconda che l’ho ordinato la batteria in neanche un mese mi è scesa dall’90% è arrivata all’88%
"
2177,B08PCCJP5C,1,"
article reçu en très mauvais état (cf. photos) alors que commandé en ""excellent état"".
"
2178,B08PCCJP5C,1,"
Telefono buono a vista ma schermo non originale oltretutto di pessima qualità batteria 88% e forse oltre allo schermo chi sa cos’altro non originale per il prezzo pagato prodotto descritto condizioni eccellenti mi aspettavo uno schermo migliore è una batteria nuova per il prezzo pagato ,non è compreso nemmeno una cover è un vetrino protettivo deluso dell’acquisto
"
2179,B08PCCJP5C,5,"
Das Teil war bei mir nicht von einem neueren zu unterscheiden! Der Akku hat mehr als 90% Kapazität. Alles läuft gut!
"
2180,B08PCCJP5C,1,"
Telefono pieno di graffi sulle fotocamere, ammaccature sul bordo del telefono e memoria al 90% e considerato che ho acquistato il telefono allo stato eccellente mi è impossibile accettare questi compromessi.Ho fatto il reso e cosa peggiore in tutto questo è che in 5 giorni che l'ho fatto non hanno ancora controllato in che stato si trova(l'ho usato letteralmente 5min) e non mi hanno ancora fatto il reso.Servizio clienti imbarazzante! Per niente soddisfatto
"
2181,B08PCCJP5C,1,"
Non recommander je reçois le téléphone celui ci ne fonctionne même pas !!
"
2182,B08PCCJP5C,1,"
Acheté en ""Excellent état"", pour rappel Amazon annonce comme critères :""Écran : aucune rayure, Corps : aucun signe de dommage cosmétique lorsqu'il est tenu à 30 centimètres de distance.""Le téléphone présente pourtant une rayure bien visible sur l'écran et la peinture autour des deux objectifs photo est écaillée. Les deux défauts sont visible au premier coup d'oeil donc le vendeur est soit incompétent soit malhonnête, aux choix.Pour ce qui est de la batterie je ne peux pas me prononcer. Je ne suis pas allé jusqu'à l'allumer, il est retourné directement dans sa boite.En attente de remboursement.
"
2183,B08PCCJP5C,2,"
Abbiamo ordinato un telefono nero ed è arrivato blu ma siccome era urgente (abbiamo pagato anche la spedizione) poichè mia figlia studia fuori città ed era senza telefono, lo abbiamo tenuto, comprando una cover nera;-). Dopo 20 giorni non riconosce più la SIM (che provata nel mio telefono funziona). Abbiamo chiesto la sostituzione, speriamo siano rapidi (mia figlia è a casa una settimana) e che stavolta.. funzioni. È vero che è rigenerato ma costa quasi come nuovo. Peccato, la telecamera è valida e per 3 settimane è stato un buon telefono.
"
2184,B08PCCJP5C,1,"
En mi caso, el teléfono vino con la cámara delantera estropeada. Por fuer atenía algún rasguño pero no pude ni iniciarlo xq no me funcionaba el reconocimiento facial. Lo devolveré en lo que pueda, estoy esperando que me conteste el vendedor.
"
2185,B08PCCJP5C,5,"
Para ser reacondicionado me ha sorprendido, la calidad muy buena, parecida al 13 de empresa que había tenido hasta ahora.
"
2186,B08PCCJP5C,5,"
Complessivamente ottimo a livello display ed estetico e nella dotazione completa la batteria mi aspettavo un po’ meglio del 90%
"
2187,B08PCCJP5C,1,"
El teléfono llegó en aparente buen estado. La pantalla estaba cambiada, pero al ser reacondicionado, es algo comprensible. Sin embargo, a la semana de usarlo, falló el Face ID y he tenido que devolverlo. Tal y como he leído en otros comentarios, quizá deberían revisar algo mejor los teléfonos reacondicionados antes de venderlos, pues es una auténtica lotería. El servicio de logística por parte de Amazon para la devolución y resolver dudas, inmejorable. Me acabo de comprar uno nuevo para no llevarme más sustos. XD
"
2188,B08PCCJP5C,1,"
Am Anfang top. Nach einer Woche funktionierte die Tastensperre nichtmehr. Nach 4 Monaten war der gesamte Touchscreen hinüber.
"
2189,B08PCCJP5C,2,"
Telefono in perfette condizioni, batteria al 85% anche se speravo qualcosa in più. Purtroppo Dopo appena una settimana la fotocamera non funziona, quando attivata fa rumore nelle funzione 1x e non mette a fuoco.
"
2190,B08PCCJP5C,5,"
Gutes Preis Leistungsverhältnis 👍
"
2191,B08PCCJP5C,1,"
1 semaine après réception du téléphone et ce dernier commence déjà à beuguer, s’éteint tout seul ne se rallume plus, sans parler de la lenteur de ce dernier !Vraiment déçu.
"
2192,B08PCCJP5C,5,"
Arrivato in perfette condizioni, ricondizionato senza un graffio, batteria al 100%. Praticamente nuovo a un ottimo prezzo
"
2193,B08PCCJP5C,1,"
La batterie n’est pas bien ça tiens même pas 4 h
"
2194,B08PCCJP5C,1,"
Cadeau a ma femme
"
2195,B08PCCJP5C,1,"
Inutilisable au bout d’un mois, iOS détecte une batterie non-officielle et bride le téléphone qui reste bloqué à 1% de batterie et s’éteint au bout de deux minutes.
"
2196,B08PCCJP5C,1,"
Livraison rapideAspect presque parfaitMais je ne peux pas passer ni recevoir d'appel.Sérieux les gars vous testez pas vos produits avant de les envoyer !!?
"
2197,B08PCCJP5C,1,"
Batterie avec un pourcentage usée pour ce modèle téléphone
"
2198,B08PCCJP5C,5,"
Ciao a tutti sono a recensire il mio iPhone 12 ricondizionato ricevuto 2gg fa.Beh che dire, mi trovo benissimo, batteria top, nessun segno di usura; il telefono è in ottime condizioni. Speriamo duri.Prezzo comunque non è bassissimo, ma mi ha soddisfatto a pieno.Veramente top, super consigliato !!!
"
2199,B08PCCJP5C,1,"
Die akkukapazität zeigt 86% an hält allerdings nur 5 stunden was mich sehr enttäuscht hat
"
2200,B08PCCJP5C,1,"
Non mi è piaciuto leggere alcune informazioni che poi nella realtà non era così
"
2201,B08PCCJP5C,1,"
Compre este iphone en estado excelente y ponía que las imperfecciones no se notarian a 30cm y que serian de menos de medio centímetro, pues son de unos 2cm y si pasas la uña se queda enganchada de lo profundas que son los rallados de la pantalla y le ponen el cristal porque asi se aprecian mucho menos
"
2202,B08PCCJP5C,1,"
Non capisco perché mi è stata cancellata la precedente recensione.Quindi la riscrivo: l'iPhone 12 verde vednuto da RG RENT è tutto graffiato con un graffio importante sulla fotocamera anteriore/face ID. A volte nn riconosce il FaceID e se metto una pellicola il FACE ID non viene proprio riconosciuto e quindi sono costretto ad usare il codice di sblocco o a rimuovere la pellicola!L'ho comprato perché c'era la dicitura: condizioni eccellenti. Non chiedevo un iPhone nuovo di zecca, ma almeno uno con pochi graffi e un pò più nuovo. Ho gia richiesto il reso. Lo comprerò da un altro venditore
"
2203,B08PCCJP5C,4,"
Bien
"
2204,B08PCCJP5C,5,"
Avrei voluto fare una foto o un video, ma sto usando il telefono per scrivere la recensione. Comunque , ottimo prodotto .
"
2205,B08PCCJP5C,5,"
Ottimo acquisto
"
2206,B08PCCJP5C,1,"
Écran rayé, impact de partout, batterie très usé. Je ne recommande absolument pas. ATTENTION retour payant plus de 13€ pour ma part.
"
2207,B08PCCJP5C,1,"
La consegna è stata puntuale ma il prodotto è difettoso.L'ho dovuto restituire A MIE SPESE! Assurdo
"
2208,B08PCCJP5C,5,"
Il cellulare è arrivato in anticipo, in ottime condizioni sotto tutti i punti di vista: batteria, schermo, riconoscimento facciale, tastiera, audio, fotocamera e tutte le altre funzionalità.. PROPRIO COME NUOVO!
"
2209,B08PCCJP5C,5,"
Je recommande acheter une téléphone reconditionne à neuf c’est très bien elle marche bien et vraiment bien emballé et trop bien
"
2210,B08PCCJP5C,1,"
Lo devolví por que tenía 3 golpes ellos ponían impecable y eso no era así !! Nada contenta la verdad pero ningún problema para devolverlo ay que decirlo
"
2211,B08PCCJP5C,5,"
Téléphone reçu en avance en très bon état rien à dire état de batterie 100% Très bon achat à voir sur le long terme
"
2212,B08PCCJP5C,5,"
Prodotto arrivato in tempi velocissimi e non sembra nemmeno usato
"
2213,B08PCCJP5C,5,"
Servizio impeccabile, telefono in ottime condizioni, imballato quasi a nuovo con tutti gli accessori.
"
2214,B08PCCJP5C,1,"
El terminal llegó averiado, no funciona el micrófono y nadie te escucha. NO puedo recomendarlo, al no tener un control de calidad que compruebe si el dispositivo está en buen estado. Decepcionado.
"
2215,B08PCCJP5C,1,"
Esteticamente perfetto ma non funzionante , restituito e rimborsato
"
2216,B08PCCJP5C,5,"
Ho acquistato due iPhone 12 per i miei figli gemelli, cellulari perfetti!!!
"
2217,B08PCCJP5C,5,"
Buen teléfono
"
2218,B08PCCJP5C,1,"
descriptif sans rayure a moins de 30 cm mais en réalité le téléphone est rayé dans son contour ! donc pas le même grade normalement un personne d'Amazon m'a contacter a ce sujet mais plus aucun retour depuis ! câble du chargeur livré mais pas le chargeur et téléphone dans un sachet très mail emballéde manière général une impression de qualité de service et produit qui ce dégrade chez AmazonVendeur à évité car plus aucune nouvelle après vente ! Si vous trouver ailleurs n’hésitez pas
"
2219,B08PCCJP5C,5,"
El teléfono me ha llegado como nuevo sin ningún daño, la capacidad de la batería en el 90%.  Lo recomendaría
"
2220,B08PCCJP5C,2,"
Cellulare ricevuto non funzionante, reso ancora in corso
"
2221,B08PCCJP5C,5,"
Ottimo acquisto.telefono come nuovo,negozio affidabilissimo e veloce nella spedizione.il telefono funziona benissimo.molto molto soddisfatto.grazie
"
2222,B08PCCJP5C,5,"
Está como nuevo, salvo porque no viene en la caja original por lo demás no se nota en nada. La única pega es que el cargador que trae no sea el original de la marca, por ese precio debería de traer un cargador original.
"
2223,B08PCCJP5C,1,"
Va todo muy bien menos la batería ósea que faltal
"
2224,B08PCCJP5C,1,"
Il prodotto presentava un problema al microfono in effetti solo il vivavoce funzionava, senza la funzione vivavoce, non si poteva comunicare
"
2225,B08PCCJP5C,1,"
Aussi top arriver aussi top répartis iPhone qui n’a pas été vérifié comme il est écrit reconditionnement le Iphone étais bloqué par une mise a jours impossible de le faire
"
2226,B08PCCJP5C,2,"
État du téléphone parfait sauf que pas de chargeur et le vendeur me propose un bon d achat 15 e qui n est pas le prix d un chargeur iPhone . Ou le retour du téléphone. Très déçus par le sav
"
2227,B08PCCJP5C,5,"
Au top batterie a 91% un leger pok sur le côté sinon le téléphone est en excellent etat pour une téléphone vendu en « tres bon etat » je recommande
"
2228,B08PCCJP5C,1,"
El teléfono se apagó al final de la instalación y no se volvió a encender así que no estaba apto para la venta. Aun así, llevo esperando ya 2 semanas por la devolución del importe de una venta de casi 600€ que he tenido que hacer por problemas de calidad y me dicen que pueden tardar 1 mes!!! Esto es jugar con el dinero de las personas
"
2229,B08PCCJP5C,1,"
L’iPhone era in ottimo stato ma con evidenti problemi di hardware fin dalla prima accensione
"
2230,B08PCCJP5C,3,"
iPhone ricondizionato in buone condizioni, lo schermo è un po' graffiato purtroppo, allego foto. Qualche graffio sul bordo. Lo provo un paio di giorni, per ora sembra funzionare bene. Caricatore e confezione compatibili.
"
2231,B08PCCJP5C,5,"
El móvil ha llegado en perfecto estado, antes de tiempo e incluyendo el cable y el adaptador para cargarlo
"
2232,B08PCCJP5C,5,"
Utilisation personnelle
"
2233,B08PCCJP5C,5,"
Recu rapidement et il a l air comme neuf, aucune anomalie
"
2234,B08PCCJP5C,5,"
Ordinato iPhone bianco e è arrivato nei tempi di consegna previsti in ottimo stato. Nessun graffio anche a contatto ravvicinato, ottima tenuta della batteria e sembra funzionare ottimamente. Consigliato.
"
2235,B08PCCJP5C,5,"
👌ok Danke
"
2236,B08PCCJP5C,5,"
Praticamente è nuovo
"
2237,B08PCCJP5C,1,"
Nein nie wieder
"
2238,B08PCCJP5C,5,"
Serviço muito bom.
"
2239,B08PCCJP5C,1,"
Batterie 87% maximum rayure autour de la coque reçu le 13 sept vérifie batterie et rayure le même jour
"
2240,B08PCCJP5C,1,"
Artikel mit deutlichen gebrauchsspuren und wurde nicht einmal anstendigt gereinigt.Überholter Artikel nie Wieder !!!!
"
2241,B08PCCJP5C,1,"
Iphone non conforme à la description il était pas en excellente état et manqué tout les accessoires écran avec plein de petite rayure et une bien visible plus 2 coup sur le contour téléphone renvoyé de suite très dessu
"
2242,B08PCCJP5C,3,"
Prodotto impeccabile se non fosse per alcuni notevoli graffi sul vetro, per un prodotto dichiarato come nuovo non me lo sarei aspettato
"
2243,B08PCCJP5C,5,"
État neuf, aucunes traces d’usure, impeccable
"
2244,B08PCCJP5C,5,"
Batterie > 90 % , envoi rapide et très bon état cosmétique
"
2245,B08PCCJP5C,5,"
Semplicemente è iPhone, senza segni visibili, ottimo prodotto
"
2246,B08PCCJP5C,2,"
Téléphone marche très bien, mais chargeur ne marche pas du tout, vendeur qui ne réponds pas !!
"
2247,B08PCCJP5C,1,"
Ho scritto al venditore ancora senza risposta, l’iPhone che ho ricevuto ieri pomeriggio ha il frame in alluminio con profonde ammaccature e graffi, il che è molto lontano dalla descrizione “nessun segno di imperfezione a distanza di 30cm”, sono segni visibili anche a 1m (purtroppo). In queste condizioni un iPhone nuovo scontato è un’opzione più dignitosa.
"
2248,B08PCCJP5C,5,"
If they don’t say it, you would believe it is new. No scratches and 100% battery health.
"
2249,B08PCCJP5C,1,"
Reçu rapidementTrès bien emballéAucune rayure extérieur même en regardant de très près c’est irréprochable. État de la batterie 100% rien à direSauf que le haut parleur ne fonctionne pas et le vendeur et amazon ne sont pas arrangeant
"
2250,B08PCCJP5C,5,"
Ottimo oggetto, mi piace il formato che ha.. subito da comprare cover e vetro salvaschermo!
"
2251,B08PCCJP5C,5,"
Beste
"
2252,B08PCCJP5C,5,"
Parfait
"
2253,B08PCCJP5C,1,"
Rapporto qualità prezzo direi basso/molto basso, si paga un iPhone ricondizionato 100€ in meno rispetto al nuovo e ti arriva con la scocca rovinata su tutti gli angoli, lo schermo è ok, ma sinceramente mi aspettavo molto di meglio.Mi ritengo deluso dall’acquisto, e consiglio di non fidarsi troppo della descrizione del prodotto “difetti estetici non visibili da 1 metro” mi sembra un po’ una presa in giro, i difetti si vedono, da ben più di 1 metro
"
2254,B08PCCJP5C,1,"
Ich hatte mich sehr auf das Handy gefreut und konnte kaum auf die Lieferung warten.Ich bin zutiefst enttäuscht gewesen als ich die grüne elektrische Linie am Display sah. 😲Ich meine das Handy kostet gerade nicht wenig und man hätte sich bisschen Mühe bei der Überprüfung des Handys und der Verpackung geben können.Bevor das Handy ankam habe ich das passende Panzerglas und die passende Hülle gekauft was mir etwa 40€ gekostet habe, und selbst die haben mich mehr Freude gemacht als das Handy.Nun habe ich das Vertrauen verloren und leider nicht zu empfehlen.🥲
"
2255,B08PCCJP5C,5,"
Ottimo prodotto qualità prezzo,zero segni di usura ,sembra nuovo.
"
2256,B08PCCJP5C,5,"
Il prezzo
"
2257,B08PCCJP5C,1,"
Problèmes qualité du produit reconditionné. L’ecran n’était pas oleophobique comme d’origine. Toutes les traces de doigts et visage marquaient dessus. Déçu du vendeur. Renvoyé le produit et j’attends encore le remboursement
"
2258,B08PCCJP5C,5,"
Arrivato in un solo giorno e tutto in perfetto stato 🔝🔝🔝🔝👍👍👍👍👍
"
2259,B08PCCJP5C,1,"
telefono inutilizzabile schermo e touch pessimi carica Wireless e  batteria difettosiunica cosa positiva nemmeno un graffio
"
2260,B08PCCJP5C,5,"
Schnelle Lieferung und ein tolles Handy. Kam gut verpackt an und es funktioniert alles. Bin bei Geräten immer etwas skeptisch, aber hier ist alles iO!
"
2261,B08PCCJP5C,1,"
Se sobrecalienta la batería cuando lo estas utilizando, supongo que por defecto del propio terminal recondicionado
"
2262,B08PCCJP5C,5,"
ottimo prodotto pari al nuovo
"
2263,B08PCCJP5C,1,"
Il prodotto è arrivato a casa con spedizione accurata e rapida ma purtroppo il telefono non funziona
"
2264,B08PCCJP5C,5,"
Ottimo prodotto . Tutto perfetto
"
2265,B08PCCJP5C,1,"
Telefono lentissimo e batteria che per caricarsi ci metteva ore. Restituito dopo una settimana
"
2266,B08PCCJP5C,1,"
Kauft euch Handys nur neu und nix gebrauchtes
"
2267,B08PCCJP5C,1,"
Mi aspettavo qualcosa in più da un rigenerato che costa quasi quanto il prodotto nuovo. Lo si spaccia per un “Grade A”, ma in realtà è strapieno di graffi e ammaccature. Spendete 80’euro in più e compratelo nuovo! Pessimo!
"
2268,B08PCCJP5C,5,"
Ottimo prodotto, sembra nuovo non ha nessun graffio e segno di usura. La spedizione e arrivata prima del previsto. Lo consiglio a tutti
"
2269,B08PCCJP5C,1,"
Telefono non funzionante
"
2270,B08PCCJP5C,1,"
Produit reconditionnement acheté en excellent mais coup dur le tour  et batterie à 89 %Pas de réponse du magasin ni d AmazonTrès déçu
"
2271,B08PCCJP5C,5,"
Alles Top,
"
2272,B08PCCJP5C,5,"
Arrivato un giorno in anticipo in perfette condizioni, consiglio assolutamente il venditore!
"
2273,B08PCCJP5C,1,"
Actualización: He tenido muchos problemas con el móvil, solo comprarlo si es enviado por Amazon si no no se hará cargo de la devolución y tendréis que discutir con el vendedor.
"
2274,B08PCCJP5C,5,"
Je suis très satisfait
"
2275,B08PCCJP5C,1,"
Voici le téléphone que j'ai reçu aujourd'hui... défectueux au derrière de celui ci... sacré choc à mon avis !
"
2276,B08PCCJP5C,1,"
Je l’ai reçu avec une fissure dans le coin gauche en bas du téléphone alors que son état était décrit comme « parfait » et aussi avec des traces d’usures sur le contour.
"
2277,B08PCCJP5C,5,"
Perfetto,il mio è stato un regalo! come nuovo nessun graffietto! Il nostro amico lo ha apprezzato tantissimo!
"
2278,B08PCCJP5C,1,"
N'ACHETEZ SURTOUT PAS C'EST FAUX ! IL N'Y A PAS D'IPHONE 12
"
2279,B08PCCJP5C,1,"
J’attend mon étiquette retour depuis 3 joursProduit avec batterie qui ne charge pas inadmissible !
"
2280,B08PCCJP5C,1,"
Se apaga cuando más falta te hace
"
2281,B08PCCJP5C,1,"
Don’t Buy it❤️❤️
"
2282,B08PCCJP5C,5,"
Mi è piaciuto tutto!!!
"
2283,B08PCCJP5C,1,
2284,B08PCCJP5C,1,
2285,B08PCCJP5C,5,"
Repond parfaitement à mon attente
"
